s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,SaradaNganA,Sarad-aNganA,nom. sg. f.,NA,karwa,9
1,anilEH,anila,i. pl. m.,NA,karanam,9
2,vilulitAM,vilulitA,acc. sg. f.,NA,viseranam,4
3,navasaroruhakeSarasamBavAM,navasaroruhakeSara-samBavA,acc. sg. f.,NA,viseranam,4
4,DUliM,DUli,acc. sg. f.,NA,karma,9
5,parihAsaviDitsayA,parihAsa-viDitsA,i. sg. f.,NA,hewuh,6
6,harivaDUH,hari-vaDU,acc. sg. f.,NA,karma,7
7,vikaritum,vi_kF1,inf.,NA,prayojanam,9
8,iva,iva,ind.,NA,sambanxah,9
9,udakzipat,ut_kzip2,impft. sg. 3,NA,,
