s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,manujAH,manuja,nom. pl. m.,NA,karwa,9
1,uzRauzRaSIkarasfjaH,uzRa-uzRa-SIkara-sfjaH,acc. pl. m.,NA,viseranam,7
2,antaH,antaH,ind.,NA,axikaranam,3
3,prabalauzmaRaH,prabala-uzman,acc. pl. m.,NA,viseranam,7
4,utPullanIlanalinaudaratulyaBAsaH,utPulla-nIla-nalina-udara-tulya-BAs,acc. pl. m.,NA,viseranam,7
5,viSAlaSirasaH,viSAla-Siras,acc. pl. m.,NA,viseranam,7
6,ekaan,eka-an,acc. pl. m.,NA,viseranam,7
7,nAgAn,nAga,acc. pl. m.,NA,karma,9
8,haricandanezu,hari-candana,loc. pl. n.,NA,axikaranam,9
9,babanDuH,banD1,pft. ac. pl. 3,NA,,
10,aparAn,apara,acc. pl. m.,NA,viseranam,11
11,nAgAn,nAga,acc. pl. m.,NA,karma,12
12,nirAsuH,nir_as3,pft. ac. pl. 3,NA,,
