s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,atra,atra,ind.,NA,axikaranam,14
1,nirJaraOGAH,nirJara-OGa,nom. pl. m.,NA,karwa,12
2,puMvat,puMvat,ind.,NA,sambanxah,8
3,uccEH,uccEH,ind.,NA,viseranam,5
4,BfguByaH,Bfgu,abl. pl. m.,NA,apaxanam,8
5,graavRAm,grAvan,g. pl. m.,NA,rartisambanxah,6
6,mUrDni,mUrDna,loc. sg. m.,NA,axikaranam,8
7,pAtaM,pA2,pp.,NA,karma,8
8,kftvA,kf1,abs.,NA,purvakalah,14
9,jarjarAH,jarjara,nom. pl. m.,NA,karwa,14
10,dyAm,dyo,acc. sg. f.,NA,upapaxasambanxah,11
11,prati,prati,ind.,NA,sambanxah,12
12,utpatantaH,ud_pat1,ppr. ac,NA,bavalakranasapwami_samanakalah,14
13,smarArtasvarlokastrIgAtranirvARaM,smarArta-svarloka-strIgAtra-nirvARa,acc. sg. n.,NA,karma,14
14,kurvanti,kf3,pr. ac. pl. 3,NA,,
