s_no,word,lemma,morph,true_node,dep_tag,to_node
0,prasAdarUpeRa,rUpa,loc. sg. m.,1,axikaranam,3
1,Bagavate,Baga,dat. sg. n.,3,sampraxanam,3
2,ekadA,ekadA,adv.,7,kriyaviseranam,3
3,arpayitum,f,ca. inf.,8,prayojanam,6
4,saH,tad,nom. sg. m.,9,karwa,12
5,rowIm,tad,acc. sg. f.,10,karma,6
6,paktvA,pac,abs.,11,purvakalah,9
7,tatra,tatra,loc. sg. m.,12,axikaranam,9
8,Gftam,Gfta,acc. sg. n.,13,karma,9
9,saMyojayitum,yuj,ca. inf.,16,prayojanam,10
10,udyataH,yam,nom. sg. m.,22,karwqsamanaxikaranam,12
11,eva,eva,pr. [2] ac. du. 1,23,sambanxah,10
12,AsIt,as,aor. [5] ac. sg. 3,25,,
