s_no,word,lemma,morph,true_node,dep_tag,to_node
0,idam,idam,acc. sg. n.,22,karma,1
1,dfzwvA,dfS,abs.,1,purvakalah,12
2,tu,tu,conj.,2,sambanxah,1
3,sA,tad,nom. sg. f.,3,karwa,12
4,devare,devara,loc. sg. m.,4,axikaranam,5
5,atiruzwA,tad,nom. pl. m.,9,karwqsamanaxikaranam,12
6,api,api,conj.,10,sambanxah,5
7,muKena,muKa,i. sg. n.,12,karanam,12
8,tam,tad,acc. sg. m.,13,karma,12
9,kim,kim,acc. sg. n.,14,karma,12
10,api,api,conj.,16,sambanxah,9
11,na,na,part.,18,sambanxah,12
12,kaTitavatI,kf,ppa.,21,,
