s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,lalitagatezu,lalita-gata,loc. pl. m.,NA,axikaranam,3
1,naKaruciracitendracApaleKaM,naKaruciracitendracApa-leKa,acc. sg. n.,NA,karma,3
2,gataagataM,gata-agam,pp.,NA,viseranam,1
3,daDAnAH,DA1,ppr. md.,NA,viseranam,5
4,taruRyAH,taruRI,g. sg. f.,NA,rartisambanxah,5
5,BujalatikAH,Buja-latikA,nom. pl. f.,NA,karwa,10
6,muKaritavalayaM,muKarita-valaya,nom. sg. n.,NA,kriyaviseranam,10
7,pfTO,pfTu,loc. sg. m.,NA,viseranam,8
8,nitambe,nitamba,loc. sg. m.,NA,axikaranam,10
9,muhuH,muhuH,ind.,NA,sambanxah,10
10,asKalat,sKal1,impft. ac. sg. 3,NA,,
