s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,kisalayaSakalezu,kisalaya-Sakala,loc. pl. n.,NA,axikaranam,1
1,avAcanIyAH,naY-a_vac1,nom. pl. f.,NA,viseranam,9
2,kevalaM,kevala,ind.,NA,sambanxah,5
3,pulakini,pulakin,loc. sg. n.,NA,viseranam,4
4,aNgake,aNg1,loc. sg. n.,NA,axikaranam,5
5,niDeyAH,niDeya,nom. pl. f.,NA,viseranam,9
6,naKapadalipayaH,naKapada-lipi,nom. pl. f.,NA,viseranam,9
7,api,api,ind.,NA,sambanxah,6
8,dIpitaarTAH,dIpita-arTa,nom. pl. m.,NA,viseranam,9
9,anaNgaleKAH,anaNga-leKA,nom. pl. m.,NA,karma,11
10,dayitEH,dayita,i. pl. m.,NA,karwa,11
11,praRidaDire,praRi_DA1,pft. ps. pl. 3,NA,,
