s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,ekatra,ekatra,ind.,NA,viseranam,5
1,sPawikatawAMSuBinnanIrAH,sPawika-tawAMSu-Binna-nIra,nom. pl. f.,NA,viseranam,4
2,aparatra,a--paratra,ind.,NA,viseranam,5
3,nIlASmadyutiBiduraamBasaH,nIlASma-dyuti-Bidura-amBas,nom. pl. f.,NA,viseranam,4
4,saritaH,sarit,nom. pl. f.,NA,karwa,9
5,iha,iha,ind.,NA,axikaranam,9
6,kAlindIjalajanitaSriyaH,kAlindI-jala-janita-SrI,g. pl. f.,NA,viseranam,7
7,surApagAyAH,surApagA,g. pl. f.,NA,rartisambanxah,8
8,vEdagDIM,vEdagDIM,acc. sg. f.,NA,karma,9
9,Srayante,Sri1,pr. md. pl. 3,NA,,
