s_no,word,lemma,morph,true_node,dep_tag,to_node
0,atra,atra,conj.,1,axikaranam,14
1,nirJaraOGAH,OGa,nom. pl. m.,0,karwa,12
2,puMvat,puMvat,conj.,3,sambanxah,8
3,uccEH,ucca,conj.,5,viseranam,5
4,BfguByaH,Bfgu,abl. pl. m.,6,apaxanam,8
5,grAvRAM,grAvan,g. pl. m.,8,rartisambanxah,6
6,mUrDni,mUrDan,loc. sg. m.,9,axikaranam,8
7,pAtaM,pA,acc. sg. m.,10,karma,8
8,kftvA,kf,abs.,11,purvakalah,14
9,jarjarAH,jarjara,nom. pl. m.,12,karwa,14
10,dyAm,tad,acc. sg. f.,17,upapaxasambanxah,11
11,prati,prati,conj.,18,sambanxah,12
12,utpatantaH,pat,nom. pl. m.,19,bavalakranasapwami_samanakalah,14
13,smarArtasvarlokastrIgAtranirvARaM,nirvARa,acc. sg. n.,21,karma,14
14,kurvanti,kf,pr. ac. pl. 3,23,,
