s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,purAvidaH,purAvid,nom. pl. m.,NA,karwa,12
1,nigfhItamAnasEH,nigfhIta-mAnasa,i. pl. m.,NA,karwa,4
2,aDyAtmadfSA,aDyAtmadfS,i. sg. m.,NA,karanam,4
3,kaTaYcana,kaTaYcana,ind.,NA,sambanxah,4
4,gfhItam,grah1,pp.,NA,,
5,udAsitAraM,ut_as3,acc. sg. m.,NA,viseranam,11
6,bahirvikAraM,bahirvikAra,acc. sg. m.,NA,viseranam,11
7,prakfteH,prakfti,abl. sg. f.,NA,upapaxasambanxah,8
8,pfTak,pfTak,ind.,NA,sambanxah,12
9,purAtanaM,purAtana,acc. sg. m.,NA,viseranam,11
10,puruzaM,puruza,acc. sg. m.,NA,viseranam,11
11,tvAM,yuzmad,acc. sg. *.,NA,karwa,12
12,viduH,vid1,pr. ac. pl. 3,NA,,
