s_no,word,lemma,morph,true_node,dep_tag,to_node
0,sAtvatIsUnuH,sUnu,nom. sg. m.,1,karwa,3
1,yat,yad,acc. sg. n.,22,sambanxah,3
2,mahyam,asmad,dat. sg. n.,4,sampraxanam,3
3,aparADyati,rAD,pr. ac. sg. 3,5,samucciwam,14
4,na,na,conj.,6,sambanxah,6
5,dUye,as,pr. md. sg. 1,7,samucciwam,14
6,yat,yad,acc. sg. n.,35,sambanxah,10
7,tu,tu,conj.,9,sambanxah,6
8,saH,tad,nom. sg. m.,10,karwa,10
9,lokaM,loka,acc. sg. m.,11,karma,10
10,dandahyate,dah,pr. md. sg. ,14,samucciwam,14
11,adaH,adas,acc. sg. n.,15,karwa,13
12,mAM,asmad,acc. sg. n.,17,karma,13
13,duHKAkaroti,kf,nom. sg. n.,19,samucciwam,14
14,ca,ca,conj.,20,,
