s_no,word,lemma,morph,true_node,dep_tag,to_node
0,tasya,tad,g. sg. n.,0,rartisambanxah,1
1,SvAsataH,as,abl. sg. m.,2,apaxanam,9
2,nArAyaRa,nArAyaRa,voc. sg. n.,4,sambanxah,3
3,nArAyaRa,nArAyaRa,nom. sg. m.,5,sambanxah,4
4,iti,iti,part.,6,anuyogi,9
5,ayam,dam,nom. sg. m.,7,viseranam,7
6,maDuraH,maDura,nom. sg. m.,8,viseranam,7
7,DvaniH,Dvani,nom. sg. m.,9,karwa,10
8,nirantaram,nirantara,adv.,12,kriyaviseranam,9
9,niHsaran,sf,nom. sg. m.,13,karwqsamanaxikaranam,10
10,AsIt,as,aor. [5] ac. sg. 3,15,,
