s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,raTaaNgapAReH,raTa-aNga-pARi,g. sg. m.,NA,rartisambanxah,1
1,rocizAM,rocis,g. pl. n.,NA,rartisambanxah,2
2,pawalena,pawala,i. sg. n.,NA,karanam,3
3,saMvalitAH,sam_val1,pp.,NA,viseranam,4
4,fzitvizaH,fzi-tviz,g. sg. f.,NA,karwa,11
5,naktaM,naktam,ind.,NA,axikaranam,11
6,taroH,taru,g. sg. m.,NA,rartisambanxah,7
7,calatpalASAntaragocarAH,calat-palASAntara-gocara,nom. pl. m.,NA,viseranam,9
8,tuzAramUrteH,tuzAra-mUrti,g. sg. m.,NA,rartisambanxah,9
9,aMSavaH,aMSu,nom. pl. m.,NA,prawiyogi,11
10,iva,iva,ind.,NA,anuyogi,11
11,virejire,vi_rAj1,pft. pl. 3,NA,,
