s_no,word,lemma,morph,true_node,dep_tag,to_node
0,aDIralocanaH,locana,nom. sg. m.,2,viseranam,1
1,kOSikaH,kOSika,nom. sg. m.,5,karwa,7
2,sahasraraSmeH,sahasraraSmi,g. sg. m.,8,prawiyogi,3
3,iva,iva,conj.,9,anuyogi,4
4,yasya,yad,g. sg. m.,11,rartisambanxah,5
5,darSanaM,darSana,acc. sg. m.,13,karma,6
6,soQum,sah,nom. sg. n.,14,prayojanam,7
7,aSaknuvan,Sak,nom. sg. m.,15,karwqsamanaxikaranam,9
8,hemAdriguhAgfhAntaraM,antara,acc. sg. n.,57,karma,9
9,praviSya,viS,abs.,23,purvakalah,12
10,biByat,BI,nom. sg. n.,25,karwqsamanaxikaranam,12
11,divasAni,tad,acc. sg. n.,27,karma,12
12,ninAya,nI,pft. ac. sg. 3,28,,
