s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,atra,atra,ind.,NA,axikaranam,5
1,atikAlimA,ati-kAlimA,nom. sg. f.,NA,viseranam,3
2,alayA,alayA,nom. sg. f.,NA,viseranam,3
3,yA,yad,nom. sg. f.,NA,karwa,5
4,kalavallakIguRasvAnamAnaM,kala-vallakI-guRa-svAna,ppr. md.,NA,karma,5
5,biBarti,Bf2,pr. ac. sg. 3,NA,,
6,upagItayA,upa_gA1,pp.,NA,viseranam,8
7,tayA,tad,i. sg. f.,NA,viseranam,8
8,alimAlayA,ali-mAlA,i. sg. f.,NA,karanam,13
9,svAnamA,svAnamA,nom. sg. f.,NA,karwa,13
10,kA,kim,nom. sg. f.,NA,viseranam,9
11,kAntaM,kam1,pp.,NA,karma,13
12,na,na,ind.,NA,sambanxah,13
13,namati,nam1,pr. ac. sg. 3,NA,,
