s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,AvartinaH,Avartin,nom. pl. m.,NA,viseranam,3
1,SuBaPalapradaSuktiyuktAH,SuBaPala-pradaSukti-yukta,nom. pl. m.,NA,viseranam,3
2,sampannadevamaRayaH,sampanna-devamaRi,nom. pl. m.,NA,viseranam,3
3,BftaranDraBAgAH,Bfta-ranDra-BAga,nom. pl. m.,NA,karwa,4
4,atirocamAnAH,ati_ruc1,ppr. md.,NA,bavalakranasapwami_samanakalah,12
5,UrmiBiH,Urmi,i. pl. m.,NA,karanam,6
6,A_patantaH,AN_pat1,ppr. ac,NA,bavalakranasapwami_samanakalah,12
7,aSvAH,aSva,nom. pl. m.,NA,karwa,12
8,payoDayaH,payoDi,nom. pl. m.,NA,prawiyogi,9
9,iva,iva,ind.,NA,anuyogi,7
10,tUrRaM,tUrRa,ind.,NA,kriyaviseranam,12
11,vasumatIM,vasumatI,acc. sg. f.,NA,karma,12
12,pyaDuH,api_DA1,aor. ac. pl. 3,NA,,
