s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,anUrusAraTeH,anUrusAraTi,g. sg. m.,NA,rartisambanxah,1
1,gataM,gam1,pp.,NA,viseranam,3
2,tiraScInaM,tiraScIna,nom. sg. n.,NA,viseranam,3
3,prasidDaM,prasidDa,nom. sg. n.,NA,karwa,4
4,asti,as2,pr. ac. sg. 3,NA,,
5,havirBujaH,havirBuj,g. sg. m.,NA,rartisambanxah,6
6,UrDvajvalanam,UrDva-jval1,nom. sg. n.,NA,viseranam,7
7,prasidDaM,prasidDa,nom. sg. n.,NA,karwa,8
8,asti,as2,pr. ac. sg. 3,NA,,
9,sarvataH,sarvataH,ind.,NA,axikaranam,13
10,visAri,visArin,nom. sg. n.,NA,viseranam,11
11,DAma,DAman,nom. sg. n.,NA,karwa,13
12,aDaH,aDaH,ind.,NA,axikaranam,13
13,patati,pat1,pr. ac. sg. 3,NA,,
14,etat,etad,nom. sg. n.,NA,viseranam,15
15,kim,kim,nom. sg. n.,NA,prawiyogi,16
16,iti,iti,ind.,NA,anuyogi,17
17,janEH,jana,i. pl. m.,NA,karwa,19
18,Akulam,Akula,nom. sg. n.,NA,kriyaviseranam,19
19,Ikzitam,Ikz1,pp.,NA,,
