s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,saraBasam,saraBasam,ind.,NA,kriyaviseranam,3
1,amBasaH,amBas,g. sg. n.,NA,rartisambanxah,2
2,avagAhakrIqABiH,avagAha-krIqA,i. pl. f.,NA,karwa,3
3,praBrazwEH,pra_BraMS1,pp.,NA,viseranam,7
4,vidalitayUTikApiSaNgEH,vidalitayUTikA-piSaNga,i. pl. m.,NA,viseranam,7
5,hiraRmayEH,hiraRmaya,i. pl. m.,NA,viseranam,7
6,vaDUnAm,vaDU,g. pl. f.,NA,rartisambanxah,7
7,AkalpEH,Akalpa,i. pl. m.,NA,karwa,11
8,sarasi,saras,loc. sg. n.,NA,axikaranam,11
9,OrvAgnidyutiSakalEH,OrvAgnidyuti-Sakala,i. pl. m.,NA,prawiyogi,10
10,iva,iva,ind.,NA,anuyogi,7
11,vyarAji,vi_rAj1,aor. sg. 3,NA,,
