s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,iha,iha,ind.,NA,axikaranam,7
1,vipakzamaDye,vipakza-maDya,loc. sg. n.,NA,axikaranam,15
2,sahasaMvfdDiyujaH,sahasaMvfdDiyuj,nom. pl. m.,NA,viseranam,6
3,api,api,ind.,NA,sambanxah,2
4,ye,yad,nom. pl. m.,NA,viseranam,6
5,BUBujaH,BUBuj,nom. pl. m.,NA,viseranam,6
6,AtmavidaH,Atmavid,nom. pl. m.,NA,karwa,7
7,syuH,as2,opt. ac. pl. 3,NA,,
8,tEH,tad,i. pl. m.,NA,karwa,15
9,balipuzwakulAd,balipuzwa-kula,abl. sg. n.,NA,apaxanam,15
10,anyapuzwEH,anyapuzwa,i. pl. m.,NA,prawiyogi,11
11,iva,iva,ind.,NA,anuyogi,8
12,acireRa,acireRa,ind.,NA,kriyaviseranam,15
13,asmAt,idam,abl. sg. m.,NA,upapaxasambanxah,14
14,pfTak,pfTak,ind.,NA,sambanxah,15
15,BAvitA,as2,per. fut. sg. 3,NA,,
