s_no,word,lemma,morph,true_node,dep_tag,to_node
0,mahAiBaH,iBa,nom. sg. m.,0,karwa,8
1,jalaDeH,jalaDi,g. sg. m.,1,rartisambanxah,2
2,mahati,rAjan,loc. sg. m.,4,viseranam,3
3,UrmO,Urmi,loc. sg. m.,6,axikaranam,8
4,pratibimbitaaNgam,aNga,acc. sg. m.,9,viseranam,6
5,aBimuKaApatitam,patita,acc. sg. m.,12,viseranam,6
6,AtmAnam,Atman,acc. sg. m.,14,karma,8
7,eva,eva,conj.,15,sambanxah,6
8,nirIkzya,Ikz,abs.,16,purvakalah,14
9,anyanAgaaBiyuktaH,yukta,nom. sg. m.,42,prawiyogi,10
10,iva,iva,conj.,18,anuyogi,11
11,apaBIH,tad,nom. sg. m.,20,karwa,14
12,kroDAt,kroDa,abl. sg. m.,21,hewuh,13
13,atitUrRam,tUrRa,conj.,26,viseranam,14
14,aDAvat,DAv,impft . ac. sg. 3,28,samucciwam,17
15,aho,aho,conj.,29,sambanxah,16
16,yuktam,yuj,nom. sg. n.,51,samucciwam,17
17,ca,ca,conj.,33,,
