s_no,word,lemma,morph,true_node,dep_tag,to_node
0,tataH,tad,loc. sg. n.,0,axikaranam,7
1,AtmAnam,Atman,acc. sg. *,1,karma,5
2,eva,eva,prep.,3,sambanxah,1
3,saH,tad,nom. sg. m.,4,karwa,5
4,gfDrAya,gfDra,dat. sg. m.,5,sampraxanam,5
5,dAtum,dA,inf.,9,prayojanam,7
6,yadA,yadA,loc. sg. n.,10,axikaranam,7
7,pravfttaH,vft,pp.,11,samucciwam,17
8,tadA,tadA,loc. sg. n.,13,axikaranam,13
9,aham,asmad,nom. sg. *,12,karwa,13
10,jIvitavyakteH,vyakti,g. sg. m.,27,rartisambanxah,11
11,mAMsam,mAMsa,acc. sg. n.,17,karma,13
12,na,na,part.,19,sambanxah,13
13,BakzAmi,Bakz,pr. [1] ac. sg. 1,20,prawiyogi,14
14,iti,iti,part.,21,anuyogi,15
15,gfDraH,gfDra,nom. sg. m.,22,karwa,16
16,akaTayat,kaT,impft. [10] ac. sg. 3,23,samucciwam,17
17,ca,ca,conj.,24,,
