s_no,word,lemma,morph,true_node,dep_tag,to_node
0,balI,balin,nom. sg. m.,2,viseranam,2
1,yaH,yad,nom. sg. m.,3,sambanxah,7
2,rAvaRaH,rAvaRa,nom. sg. m.,4,karwa,6
3,namucidvizA,tad,inst. sg. m.,6,karanam,6
4,vigfhya,gfhya,conj.,7,prayojanam,6
5,purIm,purI,acc. sg. f.,8,karma,6
6,avaskanda,skand,imp. ac. sg. 2,10,samucciwam,26
7,saH,tad,nom. sg. m.,11,viseranam,8
8,rAvaRaH,rAvaRa,nom. sg. m.,12,karwa,10
9,nandanaM,nandana,acc. sg. m.,13,karma,10
10,lunIhi,lU,imp. ac. sg. 2,16,samucciwam,26
11,saH,tad,nom. sg. m.,17,viseranam,12
12,rAvaRaH,rAvaRa,nom. sg. m.,18,karwa,14
13,ratnAni,ratna,acc. pl. n.,19,karma,14
14,muzARa,muz,imp. ac. sg. 2,21,samucciwam,26
15,saH,tad,nom. sg. m.,22,viseranam,16
16,rAvaRaH,rAvaRa,nom. sg. m.,23,karwa,18
17,amarANganAH,amarANganA,acc. pl. f.,25,karma,18
18,hara,hf,imp. ac. sg. 2,26,samucciwam,26
19,itTaM,itTam,conj.,27,sambanxah,25
20,saH,tad,nom. sg. m.,28,viseranam,21
21,rAvaRaH,rAvaRa,nom. sg. m.,29,karwa,25
22,ahardivaM,ahardiva,acc. sg. n.,35,viseranam,24
23,divaH,div,g. sg. f.,46,rartisambanxah,24
24,asvAsTyaM,asvAsTya,acc. sg. n.,50,karma,25
25,cakre,kf,pft. md. sg. 3,81,samucciwam,26
26,ca,ca,conj.,54,,
