s_no,word,lemma,morph,true_node,dep_tag,to_node
0,uparijatarujAni,tad,acc. pl. n.,0,karma,1
1,yAcamAnAM,yAc,nom. sg. n.,1,viseranam,3
2,praTitapfTupayoDarAM,DarA,acc. sg. f.,29,viseranam,3
3,mugDavaDUM,vaDU,acc. sg. f.,3,karma,11
4,pariramBalolupaH,lolupa,nom. sg. m.,4,viseranam,5
5,anyaH,anya,nom. sg. m.,5,karwa,11
6,kuSalatayA,kuSala,inst. sg. f.,6,hewuh,7
7,svayaM,svayam,conj.,8,viseranam,8
8,gfhARa,grah,imp. ac. sg. 2,10,prawiyogi,9
9,iti,iti,conj.,9,anuyogi,10
10,dorByAm,dos,inst. du. m.,11,karanam,11
11,udAsa,as,nom. sg. n.,14,,
