s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,anavaratarasena,anavarata-rasa,i. sg. m.,NA,viseranam,6
1,rAgaBAjA,rAga-BAj,i. sg. m.,NA,viseranam,6
2,karajaparikzatilabDasaMstavena,karajaparikzatilabDa-saMstava,i. sg. m.,NA,viseranam,6
3,vaDvA,vaDU,i. sg. f.,NA,karwa,5
4,vigatadayaM,vigata-dayam,nom. sg. n.,NA,kriyaviseranam,5
5,KaRqitena,KaRq1,pp.,NA,viseranam,6
6,taruRapallavena,taruRa-pallava,i. sg. m.,NA,karwa,8
7,sapadi,sapadi,ind.,NA,kriyaviseranam,8
8,mamle,mlE1,pft. sg. 1,NA,,
9,Kalu,Kalu,ind.,NA,sambanxah,8
