s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,viroDinAM,viroDin,g. pl. m.,NA,rartisambanxah,1
1,vigrahaBedadakzA,vigraha-Beda-dakzA,nom. sg. f.,NA,karwa,2
2,kuacitasKalaantI,kvacid_sKal1,ppr. ac,NA,bavalakranasapwami_samanakalah,14
3,nityaM,nitya,ind.,NA,kriyaviseranam,5
4,hareH,hari,g. sg. m.,NA,rartisambanxah,5
5,sannihitA,sam_ni_DA1,pp.,NA,viseranam,7
6,mUrtA,mUrtA,nom. sg. f.,NA,viseranam,7
7,SaktiH,Sakti,nom. sg. f.,NA,prawiyogi,8
8,iva,iva,ind.,NA,anuyogi,1
9,sTitA,sTA1,pp.,NA,,
10,kOmodakI,kOmodakI,nom. sg. f.,NA,karwa,14
11,hareH,hari,g. sg. m.,NA,rartisambanxah,12
12,cetaH,ceta,acc. sg. n.,NA,karma,14
13,nikAmaM,nikAma,ind.,NA,kriyaviseranam,14
14,modayati,mud2,pr. ac. sg. 3,NA,,
15,sma,sma,ind.,NA,sambanxah,14
