s_no,word,lemma,morph,true_node,dep_tag,to_node
0,tezAm,tad,g. pl. n.,0,rartisambanxah,1
1,pfzWe,pfzWa,acc. du. n.,2,sambanxah,2
2,pfzWe,pfzWa,acc. du. n.,5,sambanxah,3
3,AgacCan,gam,nom. sg. m.,8,viseranam,4
4,tEH,tad,nom. pl. n.,10,viseranam,6
5,ca,ca,conj.,11,sambanxah,12
6,SizyEH,Sizya,nom. pl. n.,13,prawiyogi,7
7,saha,saha,prep.,15,anuyogi,9
8,adfSyamAnaH,dfS,nom. sg. m.,17,viseranam,9
9,AcAryaH,AcArya,nom. sg. m.,19,karwa,11
10,idam,idam,acc. sg. n.,36,viseranam,11
11,sarvam,sarva,acc. sg. m.,21,karma,12
12,apaSyat,paS,impft. [4] ac. sg. 3,24,,
