s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,snigDAYjanaSyAmaruciH,snigDAYjana-SyAmaruci,nom. sg. m.,NA,viseranam,3
1,suvfttaH,suvftta,nom. sg. m.,NA,viseranam,3
2,trilokItilakaH,trilokI-tilaka,nom. sg. m.,NA,viseranam,3
3,saH,tad,nom. sg. m.,NA,karwa,12
4,eva,eva,ind.,NA,sambanxah,3
5,viSezakaH,viSezaka,nom. sg. m.,NA,viseranam,3
6,vA,vA,ind.,NA,sambanxah,12
7,aDvaMsitavarRakAnteH,aDvaMsita-varRa-kAnti,g. sg. f.,NA,viseranam,10
8,vaDvAH,vaDU,g. sg. f.,NA,prawiyogi,9
9,iva,iva,ind.,NA,anuyogi,10
10,yasyAH,yad,g. sg. f.,NA,rartisambanxah,11
11,SriyaM,SrI,acc. sg. f.,NA,karma,12
12,viSiSeza,vi_Siz2,pft. ac. sg. 3,NA,,
