s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,ezaH,etad,nom. sg. m.,NA,viseranam,1
1,SElaH,SEla,nom. sg. m.,NA,karwa,11
2,navanagavanaleKASyAmamaDyABiH,nava-naga-vana-leKA-SyAma-maDyA,i. pl. f.,NA,viseranam,4
3,ABiH,idam,i. pl. f.,NA,viseranam,4
4,sPawikakawakaBUBiH,sPawika-kawaka-BU,i. pl. f.,NA,hewuh,5
5,ahiparikaraBAjaH,ahi-pari--kara-BAj,g. sg. m.,NA,rartisambanxah,6
6,BAsmanEH,BAsmana,i. pl. m.,NA,viseranam,7
7,aNgarAgEH,aNga-rAga,i. pl. m.,NA,karanam,11
8,aDigataDavalimnaH,aDi-gata-Davaliman,g. sg. m.,NA,viseranam,9
9,SUlapAReH,SUla-pARi,g. sg. m.,NA,rartisambanxah,10
10,aBiKyAM,aBiKyA,acc. sg. f.,NA,karma,11
11,nAwayati,naw3,pr. ac. sg. 3,NA,,
