s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,raTAvayavaAyuDaH,raTAvayava-AyuDa,nom. sg. m.,NA,karwa,10
1,antaritAhimadIDitiM,antaritAhima-dIDiti,acc. sg. m.,NA,viseranam,10
2,taTA,taTA,ind.,NA,sambanxah,10
3,KagakulAya,Kaga-kula,dat. sg. n.,NA,prayojanam,5
4,kulAyanilAyitAM,kulAya-nilAyitAm,acc. sg. f.,NA,karma,5
5,dadataM,dA3,ppr. ac,NA,bavalakranasapwami_samanakalah,10
6,diSAm,diS,g. pl. f.,NA,rartisambanxah,7
7,aboDakftaM,aboDa-kft,acc. sg. m.,NA,viseranam,8
8,jaladakAlam,jalada-kAla,acc. sg. m.,NA,karma,10
9,aparaTA,apa-raTa,ind.,NA,kriyaviseranam,10
10,Apa,Ap1,pft. ac. sg. 3,NA,,
