s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,bfhacCilAnizWurakaRWaGawwanAt,bfhacCilAnizWurakaRWaGawwana,voc. sg. m.,NA,apaxanam,10
1,vikIrRalolaagnikaRam,vikIrRa-lola-agnikaRa,nom. sg. n.,NA,viseranam,2
2,aprasahizRu,aprasahizRu,nom. sg. n.,NA,viseranam,4
3,vEzRavaM,vEzRava,nom. sg. n.,NA,viseranam,4
4,cakraM,cakra,nom. sg. n.,NA,karwa,10
5,jagatpraBoH,jagatpraBu,g. sg. m.,NA,viseranam,7
6,asya,idam,g. sg. m.,NA,viseranam,7
7,suradvizaH,sura-dviw,g. sg. m.,NA,rartisambanxah,8
8,aDikanDaram,aDi-kanDara,acc. sg. m.,NA,karma,10
9,na,na,ind.,NA,sambanxah,10
10,akramata,kram1,impft. sg. 3,NA,,
