s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,asya,idam,g. sg. m.,NA,rartisambanxah,1
1,muktAmayaM,muktAmaya,nom. sg. n.,NA,viseranam,4
2,sArasanaavalambi,sArasana-avalambin,nom. sg. n.,NA,viseranam,4
3,AprapadInaM,AprapadIna,nom. sg. n.,NA,viseranam,4
4,dAma,dAman,nom. sg. n.,NA,karwa,12
5,aNguzWanizWyUtam,aNguzWa-nizWyUta,nom. sg. n.,NA,viseranam,4
6,UrDvam,UrDvam,ind.,NA,axikaranam,12
7,uccEH,uccEH,ind.,NA,viseranam,9
8,trisrotasaH,trisrotas,g. sg. f.,NA,rartisambanxah,9
9,santataDAram,santata-DAra,nom. sg. n.,NA,viseranam,10
10,amBaH,amBas,nom. sg. n.,NA,prawiyogi,11
11,iva,iva,ind.,NA,anuyogi,5
12,BAti,BA1,pr. ac. sg. 3,NA,,
13,sma,sma,ind.,NA,sambanxah,12
