s_no,word,lemma,morph,true_node,dep_tag,to_node
0,davIyAn,tad,nom. sg. m.,0,viseranam,2
1,api,api,conj.,1,sambanxah,0
2,tejasvI,tejasvin,nom. sg. m.,3,karwa,4
3,tejasvimaDye,maDya,loc. sg. m.,5,axikaranam,4
4,gaRyate,gaRa,pr. md. sg. 3,11,samucciwam,10
5,paYcatapasaH,paYcatapas,g. sg. m.,18,rartisambanxah,6
6,jAtavedasAM,jAtavedas,g. pl. m.,21,rartisambanxah,7
7,paYcamaH,paYcama,nom. sg. m.,22,viseranam,8
8,tapanaH,tapana,nom. sg. m.,23,karwa,9
9,Bavati,BU,pr. ac. sg. 3,24,samucciwam,10
10,ca,ca,conj.,25,,
