s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,mfRAlasUtraamalam,mfRAlasUtra-amala,acc. sg. n.,NA,viseranam,2
1,calatcAmarayoH,calat-cAmara,g. du. n.,NA,rartisambanxah,2
2,dvayam,dvaya,acc. sg. n.,NA,upapaxasambanxah,3
3,antareRa,antareRa,ind.,NA,sambanxah,4
4,sTitaH,sTA1,pp.,NA,viseranam,5
5,saH,tad,nom. sg. m.,NA,karwa,10
6,aBitaHpAtukasidDasinDoH,aBitaHpAtuka-sidDasinDu,g. sg. m.,NA,viseranam,7
7,amburASeH,amburASi,g. sg. m.,NA,rartisambanxah,9
8,aBUtapUrvAM,aBUtapUrvA,acc. sg. f.,NA,viseranam,9
9,rucaM,ruc,acc. sg. f.,NA,karma,10
10,Beje,Baj1,pft. md. sg. 3,NA,,
