s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,parijanEH,pari--jana,i. pl. m.,NA,karanam,9
1,yAnAt,yAna,abl. sg. n.,NA,apaxanam,2
2,avaropyamARAH,ava_ruh1,ppr. md.,NA,bavalakranasapwami_samanakalah,9
3,naraapanayanaAkulasOvidallAH,nara-apanayana-Akula-sOvidalla,acc. pl. f.,NA,viseranam,6
4,srastaavaguRWanapawAH,srasta-avaguRWana-pawa,acc. pl. f.,NA,viseranam,6
5,kzaRalakzyamARavaktraSriyaH,kzaRa-lakzyamARa-vaktra-SrI,acc. pl. f.,NA,viseranam,6
6,rAjYIH,rAjYI,acc. pl. f.,NA,karma,9
7,janaH,jana,nom. sg. m.,NA,karwa,9
8,saBayakOtukam,saBaya-kOtuka,ind.,NA,kriyaviseranam,9
9,Ikzate,Ikz1,pr. md. sg. 3,NA,,
10,sma,sma,ind.,NA,sambanxah,9
