s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,sarvakAryaSarIrezu,sarvakAryaSarIra,loc. pl. n.,NA,axikaranam,10
1,aNgaskanDapaYcakam,aNgaskanDa-paYcaka,acc. sg. m.,NA,karma,2
2,muktvA,muc1,abs.,NA,purvakalah,10
3,sOgatAnAm,sOgata,g. pl. m.,NA,rartisambanxah,4
4,AtmA,Atman,nom. sg. m.,NA,prawiyogi,5
5,iva,iva,ind.,NA,anuyogi,8
6,mahIBftAm,mahIBft,g. pl. m.,NA,rartisambanxah,7
7,anyaH,anya,nom. sg. m.,NA,viseranam,8
8,mantraH,mantra,nom. sg. m.,NA,karwa,10
9,na,na,ind.,NA,sambanxah,10
10,asti,as2,pr. ac. sg. 3,NA,,
