s_no,word,lemma,morph,true_node,dep_tag,to_node
0,yasmin,yad,loc. sg. n.,0,viseranam,1
1,durdine,dina,loc. sg. n.,4,axikaranam,4
2,mayA,maya,nom. pl. m.,5,karwa,4
3,mAtfBAvaH,BAva,nom. sg. m.,7,karma,4
4,dUzitaH,vac,ca. pp.,8,samucciwam,15
5,tasmin,tad,loc. sg. n.,9,viseranam,6
6,dine,dina,loc. sg. n.,13,axikaranam,14
7,na,na,part.,14,sambanxah,14
8,tvam,yuzmad,nom. sg. *,15,karwa,14
9,ekam,eka,acc. sg. m.,16,viseranam,11
10,api,api,conj.,19,sambanxah,11
11,vacanam,vacana,acc. sg. m.,21,karma,12
12,vaktum,vac,inf.,24,sambanxah,14
13,asamarTaH,samarTa,nom. sg. m.,26,karwqsamanaxikaranam,14
14,AsIH,as,aor. [5] ac. sg. 2,28,samucciwam,15
15,ca,ca,conj.,29,,
