s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,asya,idam,g. sg. m.,NA,upapaxasambanxah,1
1,upari,upari,ind.,NA,axikaranam,10
2,mOliBAjAm,mOli-BAj,g. pl. m.,NA,viseranam,3
3,maRInAm,maRi,g. pl. m.,NA,rartisambanxah,6
4,anaRIyasIBiH,anaRIyasI,i. pl. f.,NA,viseranam,6
5,citrABiH,citrA,i. pl. f.,NA,viseranam,6
6,BABiH,BA,i. pl. f.,NA,karwa,10
7,anekaDAtuCuritaaSmarASeH,aneka-DAtu-Curita-aSman-rASi,g. sg. m.,NA,viseranam,8
8,govarDanasya,govarDana,g. sg. m.,NA,rartisambanxah,9
9,AkftiH,Akfti,nom. sg. f.,NA,karma,10
10,anvakAri,anu_kf3,aor. ps. sg. 3,NA,,
