s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,muditamaDuBujaH,muditamaDu-Buja,nom. pl. f.,NA,viseranam,1
1,SAKAH,SAKA,nom. pl. f.,NA,karwa,4
2,Bujena,Buja,i. sg. m.,NA,karanam,4
3,calitaviSfNKalaSaNKakaM,calitaviSfNKala-SaNKaka,acc. sg. n.,NA,karma,4
4,DuvatyAH,Du1,ppr. ac,NA,viseranam,5
5,atiSayitA'parAaNganAyAH,atiSayitA'parA-aNganA,g. sg. f.,NA,rartisambanxah,6
6,Sirasi,Siras,loc. sg. n.,NA,axikaranam,11
7,taruH,taru,nom. sg. m.,NA,karwa,11
8,mudA,mud,nom. sg. f.,NA,prawiyogi,9
9,iva,iva,ind.,NA,anuyogi,7
10,puzpavarzaM,puzpa-varza,acc. sg. m.,NA,karma,11
11,mumoca,muc1,pft. ac. sg. 1,NA,,
