s_no,word,lemma,morph,true_node,dep_tag,to_node
0,SiSiramAsam,mAsa,acc. sg. m.,0,karma,1
1,apAsya,as,conj.,3,purvakalah,18
2,SItaharasya,hara,g. sg. m.,4,rartisambanxah,3
3,naH,asmad,g. pl. n.,8,rartisambanxah,4
4,asya,idam,g. sg. m.,9,viseranam,5
5,kucauzmaRaH,uzman,g. sg. m.,11,rartisambanxah,6
6,kaH,kim,nom. sg. m.,13,prawiyogi,7
7,iva,iva,conj.,14,anuyogi,8
8,guRaH,guRa,nom. sg. m.,15,prawiyogi,9
9,iti,iti,conj.,16,anuyogi,10
10,DiyA,DI,inst. sg. f.,18,hewuh,12
11,ataH,atas,conj.,19,sambanxah,12
12,priyAH,priyA,nom. pl. f.,22,viseranam,13
13,astaruzaH,tad,nom. pl. f.,23,karwa,15
14,satyaH,as,nom. pl. f.,25,viseranam,13
15,namataH,nam,nom. sg. n.,26,bavalakranasapwami_samanakalah,18
16,anumatAn,mata,acc. pl. m.,60,karma,18
17,GanaM,ca,conj.,30,viseranam,18
18,parireBire,ah,pft. md. pl. 3,32,,
