s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,aDokzajaH,aDokzaja,nom. sg. m.,NA,karwa,10
1,tAH,tad,acc. pl. f.,NA,viseranam,2
2,SezagavIH,Seza-gavI,acc. sg. f.,NA,karma,3
3,niSamya,ni_Sam1,abs.,NA,purvakalah,7
4,bfhatAM,bfhat,g. pl. m.,NA,rartisambanxah,5
5,patyuH,pati,g. sg. m.,NA,rartisambanxah,6
6,SizyAya,Sizya,dat. sg. m.,NA,prayojanam,7
7,aBiDAtuM,aBi_DA1,inf.,NA,prayojanam,10
8,dfSA,dfS,i. sg. f.,NA,karanam,10
9,prastAvam,prastAva,acc. sg. m.,NA,karma,10
10,AdiSat,AN_diS1,impft. sg. 3,NA,,
