s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,gajapatidvayasIH,gajapati-dvayasI,acc. pl. f.,NA,viseranam,2
1,api,api,ind.,NA,sambanxah,0
2,saritaH,sarit,acc. pl. f.,NA,karma,3
3,tuhinayan,tuhi_nI1,ppr. ac,NA,bavalakranasapwami_samanakalah,11
4,hEmanaH,hEmana,nom. sg. m.,NA,viseranam,6
5,pfzatAM,pfzat,g. pl. m.,NA,rartisambanxah,6
6,patiH,pati,nom. sg. m.,NA,karwa,11
7,aDvagayozitAM,aDvaga-yozit,g. pl. f.,NA,rartisambanxah,8
8,dfSAm,dfS,g. pl. f.,NA,rartisambanxah,9
9,atanutApakftaM,atanutApa-kft,acc. sg. f.,NA,viseranam,10
10,salilasantatim,salila-santati,acc. sg. f.,NA,karma,11
11,atanuta,tan1,impft. md. sg. 3,NA,,
