s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,pratiyuvatO,prati-yuvati,loc. sg. f.,NA,viseranam,2
1,vratativitatiBiH,vratati-vitati,i. pl. f.,NA,karanam,7
2,tirohitAyAM,tirohitAyAm,loc. sg. f.,NA,axikaranam,7
3,priyaH,priya,nom. sg. m.,NA,karwa,7
4,priyAyAH,priyA,g. sg. f.,NA,rartisambanxah,5
5,vadanaM,vadana,acc. sg. n.,NA,karma,7
6,yat,yad,acc. sg. n.,NA,viseranam,5
7,aDayat,De1,impft. ac. sg. 3,NA,,
8,tad,tad,nom. sg. n.,NA,sambanxah,10
9,aDarAvalopanftyatkaravalayasvanitena,aDarAvalopanftyatkaravalaya-svanita,i. sg. n.,NA,karwa,10
10,vivavre,vi_vf2,pft. ps. sg. 3,NA,,
