s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,atra,atra,ind.,NA,axikaranam,6
1,jalaASayauzitAH,jala-ASaya-uzita,nom. pl. m.,NA,viseranam,2
2,kalaBAH,kalaBa,nom. pl. m.,NA,karwa,6
3,vikasvarEH,vika-svara,i. pl. m.,NA,viseranam,4
4,kuSeSayEH,kuSeSaya,i. pl. m.,NA,karanam,6
5,mudA,mud,i. sg. f.,NA,kriyaviseranam,6
6,ramante,ram1,pr. md. pl. 3,NA,,
7,kalaBAvikasvarEH,kala-BAvika-svara,i. pl. m.,NA,viseranam,8
8,sidDagaREH,sidDa-gaRa,i. pl. m.,NA,karwa,13
9,ca,ca,ind.,NA,sambanxah,13
10,yozitAm,yozit,g. pl. f.,NA,upapaxasambanxah,11
11,ante,anta,ind.,NA,sambanxah,13
12,udAram,udAra,nom. sg. n.,NA,karma,13
13,pragIyate,pra_gA2,pr. ps. sg. 3,NA,,
