s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,asO,adas,nom. sg. m.,NA,karwa,9
1,ASlizwaBUmim,ASlizwa-BUmi,acc. sg. m.,NA,viseranam,4
2,uccEH,uccEH,ind.,NA,viseranam,3
3,rasitAraM,rasitf,acc. sg. m.,NA,viseranam,4
4,loladBujaAkArabfhattaraNgaM,lolad-Buja-AkAra-bfhat-taraNga,acc. sg. m.,NA,karma,9
5,PenAyamAnam,Pena_kyaN,ppr. md.,NA,bavalakranasapwami_samanakalah,9
6,ApagAnAM,ApagA,g. pl. f.,NA,rartisambanxah,7
7,patim,pati,acc. sg. m.,NA,viseranam,8
8,apasmAriRam,apasmArin,acc. sg. m.,NA,karma,9
9,ASaSaNke,AN_SaNk1,pft. md. sg. 3,NA,,
