s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,ca,ca,ind.,NA,sambanxah,11
1,amuzya,adas,g. sg. m.,NA,rartisambanxah,2
2,etAH,etA,nom. pl. f.,NA,viseranam,3
3,SiKaraSiKAH,SiKara-SiKA,nom. pl. f.,NA,karwa,11
4,vikasadvicitrakalpadrumakusumEH,vikasad-vicitra-kalpa-druma-kusuma,i. pl. n.,NA,karanam,11
5,aBigumPitAn,aBigumPita,acc. pl. m.,NA,prawiyogi,6
6,iva,iva,ind.,NA,anuyogi,9
7,sTitAn,sTA1,pp.,NA,viseranam,9
8,alaGuvilambipicCadAmnaH,alaGu-vilambin-picCa-dAman,acc. pl. m.,NA,viseranam,9
9,SiKiSeKaraan,SiKiSeKarAn,acc. pl. m.,NA,karma,11
10,kzaRaM,kzaRam,ind.,NA,kriyaviseranam,11
11,daDati,DA1,pr. ac. pl. 3,NA,,
