s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,raRezu,raRa,loc. pl. m.,NA,axikaranam,2
1,pracetasA,pracetas,i. sg. m.,NA,karanam,2
2,prahitAH,pra_hi1,pp.,NA,viseranam,6
3,uragarAjarajjavaH,uragarAja-rajju,nom. pl. f.,NA,viseranam,6
4,tasya,tad,g. sg. m.,NA,rartisambanxah,5
5,sarozahuNkAraparANmuKIkftAH,saroza-huNkAra-parANmuKI-kf2,pp.,NA,viseranam,6
6,saBayAH,saBayA,nom. pl. f.,NA,karwa,11
7,javena,java,i. sg. m.,NA,karanam,11
8,prahartuH,pra_hf1,g. sg. m.,NA,rartisambanxah,10
9,eva,eva,ind.,NA,sambanxah,8
10,kaRWaM,kaRWa,acc. sg. m.,NA,karma,11
11,prapedire,pra_pad1,pft. md. pl. 3,NA,,
