s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,guRAnAm,guRa,g. pl. m.,NA,rartisambanxah,1
1,AyaTAtaTyAt,AyaTAtaTya,abl. sg. n.,NA,apaxanam,4
2,arTaM,arTa,acc. sg. m.,NA,karma,4
3,ye,yad,nom. pl. m.,NA,karwa,4
4,viplAvayanti,vi_plu1_Ric,pr. ac. sg. 3,NA,,
5,amAtyavyaYjanAH,amAtya-vyaYjana,nom. pl. m.,NA,viseranam,9
6,SatrusaYjYitAH,Satru-saYjYita,nom. pl. m.,NA,viseranam,9
7,te,tad,nom. pl. m.,NA,viseranam,9
8,rAjYAM,rAjan,g. pl. m.,NA,rartisambanxah,9
9,dUzyAH,dUzya,g. pl. m.,NA,karwa,10
10,Bavanti,BU1,pr. ac. pl. 3,NA,,
