s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,yugAntakAlapratisaMhftaAtmanaH,yugAnta-kAla-pratisaMhfta-Atman,g. sg. m.,NA,viseranam,1
1,kEwaBadvizaH,kEwaBa-dviza,g. sg. m.,NA,rartisambanxah,2
2,yasyAM,yad,loc. sg. f.,NA,viseranam,3
3,tanO,tanu,loc. sg. f.,NA,axikaranam,6
4,jaganti,jagat,nom. pl. n.,NA,karwa,6
5,savikAsam,savikAsa,acc. sg. m.,NA,kriyaviseranam,6
6,Asata,as1,impft. md. sg. 3,NA,,
7,tatra,tatra,ind.,NA,axikaranam,11
8,tapoDanaaByAgamasamBavAH,tapoDana-aByAgama-samBava,nom. pl. m.,NA,viseranam,9
9,mudaH,mud,nom. pl. f.,NA,karwa,11
10,na,na,ind.,NA,sambanxah,11
11,mamuH,mA1,pft. ac. pl. 3,NA,,
