s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,aSezatIrTaupahftAH,aSeza-tIrTa-upahfta,nom. pl. m.,NA,viseranam,5
1,fziRA,fzi,i. sg. m.,NA,karwa,5
2,kamaRqaloH,kamaRqalu,abl. sg. m.,NA,apaxanam,4
3,pARO,pARi,loc. sg. m.,NA,axikaranam,4
4,niDAya,niDAya-DA1,abs.,NA,purvakalah,5
5,aByudIritAH,aByudIrita,nom. pl. m.,NA,viseranam,8
6,aGOGaviDvaMsaviDO,aGOGa-viDvaMsa-viDi,loc. sg. m.,NA,axikaranam,12
7,pawIyasIH,pawIyasI,acc. pl. f.,NA,viseranam,8
8,apaH,apas,acc. pl. f.,NA,karma,12
9,hariH,hari,nom. sg. m.,NA,karwa,12
10,natena,nata,i. sg. m.,NA,viseranam,11
11,mUrDnA,mUrDan,i. sg. m.,NA,karanam,12
12,agrahIt,grah1,aor. ac. sg. 3,NA,,
