s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,kanakaviBUzaRAni,kanaka-viBUzaRa,acc. pl. n.,NA,karma,1
1,udvoQum,ut_vah1,inf.,NA,prayojanam,2
2,aSaktaH,a_Sak1,pp.,NA,viseranam,7
3,saDrIcA,saDrayaN,i. sg. m.,NA,sambanxah,4
4,valayitapadmanAlasUtraH,valayitapadma-nAla-sUtra,nom. sg. m.,NA,viseranam,7
5,ArUQaprativanitAkawAkzaBAraH,ArUQaprativanitAkawAkza-BAra,nom. sg. m.,NA,viseranam,7
6,taruRyAH,taruRI,g. sg. f.,NA,rartisambanxah,7
7,BujaH,Buja,nom. sg. m.,NA,karwa,10
8,sADIyaH,sADIyas,ind.,NA,kriyaviseranam,10
9,guruH,guru,nom. sg. m.,NA,karwqsamanaxikaranam,10
10,aBavat,BU1,impft. ac. sg. 3,NA,,
