s_no,word,lemma,morph,true_node,dep_tag,to_node
0,sA,tad,nom. sg. f.,0,karwa,12
1,pArSvataH,pArSva,abl. sg. n.,1,apaxanam,7
2,eva,eva,prep.,2,sambanxah,1
3,ekAm,eka,acc. sg. f.,3,viseranam,6
4,bfhatIm,bfhatI,acc. sg. f.,4,viseranam,6
5,sTUlAm,sTUla,acc. sg. f.,5,viseranam,6
6,latAm,latA,acc. sg. f.,6,karma,7
7,utpAwya,kf,ca. abs.,7,purvakalah,12
8,rajjuvat,rajju,acc. sg. n.,9,kriyaviseranam,10
9,kUpe,kUpa,loc. sg. m.,10,axikaranam,10
10,lambayitvA,lamb,abs.,12,purvakalah,12
11,vfkam,vfka,acc. sg. m.,13,karma,12
12,kaTitavatI,kaT,ppa.,16,,
