s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,vitatavaliviBAvyapARquleKAkftaparaBAgavilInaromarAjiH,vitatavaliviBAvyapARquleKAkftaparaBAgavilInaroma-rAji,nom. sg. f.,NA,viseranam,8
1,kfSam,kfSa,acc. sg. m.,NA,viseranam,3
2,api,api,ind.,NA,sambanxah,3
3,avalagnaM,ava_laj2,pp.,NA,kriyaviseranam,6
4,punaH,punaH,ind.,NA,kriyaviseranam,6
5,kfSatAM,kfSatA,acc. sg. f.,NA,karma,6
6,nayantI,nI1,ppr. ac,NA,bavalakranasapwami_samanakalah,9
7,vipulatarA,vipula-tarA,nom. sg. f.,NA,viseranam,8
8,unmuKalocanA,unmuKa-locanA,nom. sg. f.,NA,karwa,9
9,asTita,sTA1,aor. md. sg. 3,NA,,
