s_no,word,lemma,morph,true_node,dep_tag,to_node
0,yantrA,yantf,inst. sg. m.,1,karwa,11
1,AkalanAya,hita,dat. sg. n.,0,waxarwyam,2
2,sAnunayaM,sAnunaya,conj.,3,viseranam,4
3,nItena,nI,inst. sg. m.,5,viseranam,4
4,gajena,gaja,inst. sg. m.,6,karwa,7
5,vanyakaridAnakftaaDivAsaH,aDivAsa,nom. sg. m.,8,viseranam,6
6,SAKI,SAKin,nom. sg. m.,11,karma,7
7,sevyaH,sev,nom. sg. m.,13,karma,11
8,api,api,conj.,34,sambanxah,7
9,san,as,nom. sg. m.,16,bavalakranasapwami_samanakalah,11
10,na,na,conj.,36,sambanxah,11
11,aBAji,Baj,impft. md. sg. 3,25,samucciwam,22
12,kintu,ca,conj.,20,sambanxah,14
13,kevalam,kevala,conj.,23,viseranam,14
14,aBAji,Baj,impft. md. sg. 3,18,samucciwam,22
15,taTAhi,api,conj.,27,sambanxah,21
16,mAnaBftaH,Bfta,nom. pl. m.,28,karwa,21
17,anyasya,anya,g. sg. m.,29,rartisambanxah,18
18,ganDam,ganDa,acc. sg. m.,31,karma,21
19,api,api,conj.,14,sambanxah,18
20,na,na,conj.,19,sambanxah,21
21,sahante,sah,pr. md. pl. 3,37,samucciwam,22
22,ca,ca,conj.,38,,
