s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,svarBAnuH,svarBAnu,nom. sg. m.,NA,karwa,7
1,aparADe,aparADa,loc. sg. m.,NA,viseranam,2
2,tulye,tulya,loc. sg. m.,NA,axikaranam,7
3,api,api,ind.,NA,sambanxah,2
4,BAnumantaM,BAnumat,acc. sg. m.,NA,karma,7
5,yat,yat,ind.,NA,sambanxah,7
6,cireRa,cireRa,ind.,NA,kriyaviseranam,7
7,grasate,gras1,pr. md. sg. 3,NA,,
8,himAMSum,himAMSu,acc. sg. m.,NA,karma,10
9,ASu,ASu,ind.,NA,kriyaviseranam,10
10,grasate,gras1,pr. md. sg. 3,NA,,
11,yat,yad,nom. sg. n.,NA,sambanxah,12
12,tat,tad,nom. sg. n.,NA,viseranam,14
13,mradimnaH,mradiman,g. sg. m.,NA,rartisambanxah,14
14,PalaM,Pala,nom. sg. n.,NA,karwa,16
15,sPuwam,sPuwa,nom. sg. n.,NA,viseranam,14
16,Bavati,BU1,pr. ac. sg. 3,NA,,
