s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,turagAH,turaga,nom. pl. m.,NA,karma,3
1,yaduBiH,yadu,i. pl. m.,NA,karwa,3
2,kaTaYcit,kaTaYcit,ind.,NA,kriyaviseranam,3
3,niruDyamAnAH,ni_ruD1,ppr. md.,NA,bavalakranasapwami_samanakalah,6
4,agrapAdAn,agrapAda,acc. pl. m.,NA,karma,6
5,muhuH,muhuH,ind.,NA,kriyaviseranam,6
6,uccikzipuH,ut_kzip1,pft. ac. pl. 3,NA,,
7,tat,tad,ind.,NA,sambanxah,14
8,DruvaM,Druva,ind.,NA,sambanxah,14
9,mArgaruDaH,mArgaruD,acc. pl. m.,NA,viseranam,11
10,gurUn,guru,acc. pl. m.,NA,viseranam,11
11,karIndrAn,karIndra,acc. pl. m.,NA,karma,14
12,ullaNaGya,uta_laNG3,abs.,NA,purvakalah,14
13,gantum,gam1,inf.,NA,prayojanam,14
14,IzuH,iz2,pft. ac. pl. 3,NA,,
