s_no,word,lemma,morph,true_node,dep_tag,to_node
0,ananyagurvAH,tad,g. sg. f.,4,viseranam,2
1,tava,yuzmad,g. sg. n.,5,viseranam,2
2,purARamUrteH,mUrti,g. sg. f.,7,rartisambanxah,4
3,kevalaH,kevala,nom. sg. m.,9,viseranam,4
4,mahimA,mahiman,nom. sg. m.,11,karma,6
5,kena,kim,inst. sg. m.,13,karwa,6
6,avagamyate,gam,pr. md. sg. 3,15,samucciwam,15
7,manuzyajanmA,janman,nom. sg. m.,19,viseranam,9
8,api,api,conj.,20,sambanxah,7
9,BavAn,tad,nom. sg. m.,23,karwa,14
10,BavacCedakarEH,kara,inst. pl. m.,27,viseranam,11
11,guREH,guRa,inst. pl. m.,28,karanam,14
12,surAsurAn,asura,acc. pl. m.,108,upapaxasambanxah,13
13,aDaH,aDas,conj.,31,sambanxah,14
14,karoti,kf,pr. ac. sg. 3,32,samucciwam,15
15,ca,ca,conj.,33,,
