s_no,word,lemma,morph,true_node,dep_tag,to_node
0,anilaH,anila,nom. sg. m.,0,karwa,4
1,anyadA,anyadA,conj.,1,axikaranam,4
2,viyoginaH,viyogin,acc. pl. m.,2,karma,4
3,varatanoH,tanu,nom. sg. f.,9,karma,4
4,smarayati,Ric,pr. ac. sg. 3,12,samucciwam,17
5,yat,yad,nom. sg. n.,47,viseranam,7
6,idaM,idam,nom. sg. n.,49,viseranam,7
7,mahat,tad,nom. sg. n.,16,viseranam,8
8,ayuktam,yuj,pp. . sg. ,20,karwa,10
9,eva,eva,conj.,21,sambanxah,8
10,asti,as,pr. ac. sg. 3,22,samucciwam,17
11,aho,aho,conj.,23,sambanxah,16
12,satuhinaH,rAma,nom. sg. m.,28,karwa,16
13,tu,tu,conj.,29,sambanxah,11
14,smftayOvanasozmapayoDarAn,Dara,acc. pl. m.,30,viseranam,15
15,viyoginaH,viyogin,acc. pl. m.,31,karma,16
16,hinastu,hiMs,imp. ac. sg. 3,37,samucciwam,17
17,ca,ca,conj.,38,,
