s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,durmeDasaH,durmeDas,nom. pl. m.,NA,karwa,3
1,api,api,ind.,NA,sambanxah,0
2,granTAn,granTa,acc. pl. m.,NA,karma,3
3,aDItya,aDi_i2,abs.,NA,purvakalah,16
4,guRAH,guRa,nom. pl. m.,NA,samucciwam,12
5,zaw,zaz,nom. pl. *.,NA,viseranam,4
6,SaktayaH,Sakti,nom. pl. f.,NA,samucciwam,12
7,tisraH,tri,nom. pl. f.,NA,viseranam,6
8,sidDayaH,sidDi,nom. pl. f.,NA,samucciwam,12
9,tisraH,tri,nom. pl. f.,NA,viseranam,8
10,udayAH,udaya,nom. pl. m.,NA,samucciwam,12
11,trayaH,tri,nom. pl. m.,NA,viseranam,10
12,ca,ca,ind.,NA,prawiyogi,13
13,iti,iti,ind.,NA,anuyogi,14
14,vyAkartum,vi_AN_kf3,inf.,NA,prayojanam,16
15,alam,alam,ind.,NA,sambanxah,16
16,Bavati,BU1,pr. ac. sg. 3,NA,,
