s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,sPuradaDIrataqinnayanA,sPuradaDIrataqinnayanA,nom. sg. f.,NA,viseranam,2
1,agalitaurupayoDarA,agalita-uru-payo-DarA,nom. sg. f.,NA,viseranam,2
2,jalaDaraAvaliH,jala-Dara-Avali,nom. sg. f.,NA,karwa,9
3,apratipAlitasvasamayA,aprati-pAlita-sva-samayA,nom. sg. f.,NA,viseranam,2
4,satI,as2,ppr. ac,NA,bavalakranasapwami_samanakalah,9
5,jagatIDaraM,jagatI-Dara,acc. sg. m.,NA,karma,9
6,priyam,priya,acc. sg. m.,NA,prawiyogi,7
7,iva,iva,ind.,NA,anuyogi,5
8,muhuH,muhuH,ind.,NA,kriyaviseranam,9
9,samayAt,sam_yA1,impft. ac. sg. 3,NA,,
