s_no,word,lemma,morph,true_node,dep_tag,to_node
0,paramapUjanIya,rAjan,voc. sg. m.,2,samboxyah,11
1,adya,adya,adv.,3,sambanxah,5
2,yaTA,yaTA,conj.,4,axikaranam,4
3,BavAn,Bava,nom. sg. m.,6,karwa,4
4,upadiSati,rAjan,loc. sg. m.,7,prawiyogi,1
5,taTA,taTA,adv.,8,anuyogi,11
6,mama,asmad,g. sg. *,9,rartisambanxah,8
7,saBAyAm,saBA,loc. sg. f.,10,axikaranam,11
8,cIraharaRakAle,kAla,loc. sg. m.,14,axikaranam,11
9,kim,kim,dat. sg. n.,19,waxarwyam,11
10,na,na,part.,20,sambanxah,11
11,upadizwavAn,upadizwa,pp.,21,,
