s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,muKaruciM,muKa-ruci,acc. sg. f.,NA,karma,2
1,ujjvalAM,ujjvalA,acc. sg. f.,NA,karmasamanaxikaranam,2
2,kurvadBiH,kf3,ppr. ac,NA,viseranam,4
3,yEH,yad,i. pl. n.,NA,viseranam,4
4,toyEH,toya,i. pl. n.,NA,karanam,8
5,vilAsI,vilAsin,nom. sg. m.,NA,karwa,8
6,vallaBAM,vallaBA,acc. sg. f.,NA,karma,8
7,ajasram,ajasram,ind.,NA,kriyaviseranam,8
8,asicaYta,sic1,aor. md. sg. 3,NA,,
9,SaSaDaradIDiticCawaacCEH,SaSaDaradIDiticCawa-acCa,i. pl. n.,NA,viseranam,12
10,tEH,tad,i. pl. n.,NA,viseranam,12
11,eva,eva,ind.,NA,sambanxah,10
12,toyEH,toya,i. pl. n.,NA,karwa,16
13,dUrAt,dUrAt,ind.,NA,sambanxah,16
14,pratiyuvateH,prati-yuvati,g. sg. f.,NA,rartisambanxah,15
15,kAluzyam,kAluzya,nom. sg. n.,NA,karma,16
16,akAri,kf3,aor. ps. sg. 3,NA,,
