s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,yasyAM,yad,loc. sg. f.,NA,axikaranam,9
1,kalaDOtaDAmastamBezu,kalaDOta-DAma-stamBa,loc. pl. m.,NA,axikaranam,2
2,pratimAgatAnAM,pratimAgata,g. pl. f.,NA,viseranam,4
3,sAvarRyaBAjAm,sAvarRya-BAj,g. pl. f.,NA,viseranam,4
4,aNganAnAM,aNgana,g. pl. f.,NA,rartisambanxah,5
5,smaraApARqutayA,smara-ApARqutA,i. sg. f.,NA,karanam,9
6,lakzyEH,lakzya,i. pl. m.,NA,viseranam,7
7,kapolEH,kapola,i. pl. m.,NA,karwa,9
8,maRidarpaRaSrIH,maRidarpaRa-SrI,nom. sg. f.,NA,karma,9
9,Beje,Baj1,pft. ps. sg. 3,NA,,
