s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,lasamAnanavAMSukaH,lasamAnana-vAMSukaH,nom. sg. m.,NA,viseranam,1
1,yaH,yad,nom. sg. m.,NA,karwa,5
2,saharitAH,saharitA,acc. pl. f.,NA,viseranam,3
3,kanakasTalIH,kanakasTalI,acc. pl. f.,NA,upapaxasambanxah,4
4,paritaH,paritaH,ind.,NA,axikaranam,5
5,vahati,vah1,pr. ac. sg. 3,NA,,
6,saH,tad,nom. sg. m.,NA,viseranam,9
7,ezaH,etad,nom. sg. m.,NA,viseranam,9
8,acalaH,acala,nom. sg. m.,NA,viseranam,9
9,haritAlasamAnanavAMSukaH,haritAla-samAna-navAMSukaH,nom. sg. m.,NA,karwa,12
10,BavAn,BavAn,nom. sg. m.,NA,prawiyogi,11
11,iva,iva,ind.,NA,anuyogi,9
12,rAjate,rAj1,pr. md. sg. 3,NA,,
