s_no,word,lemma,morph,Coarse,dep_tag,to_node
0,asmin,idam,loc. sg. m.,NA,axikaranam,11
1,tvaksAraranDraparipUraRalabDagItiH,tvak-sAra-ranDra-paripUraRa-labDa-gIti,nom. sg. m.,NA,viseranam,5
2,mfditapakzmalarallakaaNgaH,mfdita-pakzmala-rallaka-aNga,nom. sg. m.,NA,viseranam,5
3,kastUrikAmfgavimardasuganDiH,kastUrikA-mfga-vimarda-suganDi,nom. sg. m.,NA,viseranam,5
4,asO,adas,nom. sg. m.,NA,viseranam,5
5,vAyuH,vAyu,nom. sg. m.,NA,karwa,11
6,rAgI,rAgin,nom. sg. m.,NA,prawiyogi,7
7,iva,iva,ind.,NA,anuyogi,5
8,vizayezu,vizaya,loc. pl. m.,NA,axikaranam,11
9,aDikAM,aDikA,acc. sg. f.,NA,viseranam,10
10,saktim,sakti,acc. sg. f.,NA,karma,11
11,eti,i1,pr. ac. sg. 3,NA,,
